,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Breed,Main Color,Days of stay
39692,0,13,1,3,1036,21,1525
39693,3,13,2,4,987,55,742
39694,0,13,2,2,1993,50,380
39695,9,16,1,3,1036,2,732
39696,9,13,1,0,2096,36,3292
39697,0,13,2,2,414,2,748
39698,0,13,1,3,1036,2,111
39699,9,13,2,3,747,55,378
39700,7,13,2,2,1142,45,1097
39701,7,13,2,1,2088,55,245
39702,4,15,4,4,276,15,365
39703,0,13,2,3,1780,2,1959
39704,4,15,4,4,275,2,30
39705,0,7,2,2,122,50,56
39706,0,13,2,3,728,50,2600
39707,9,17,1,0,1031,18,369
39708,7,13,2,2,2115,55,1010
39709,0,7,1,2,1036,2,123
39710,9,13,1,1,1036,18,21
39711,7,13,2,2,1178,45,367
39712,9,13,2,3,1393,2,167
39713,9,13,2,0,1393,2,153
39714,7,13,2,3,176,15,190
39715,0,13,1,3,1036,52,95
39716,0,7,1,2,1025,18,74
39717,7,13,2,3,1992,15,1462
39718,7,13,1,2,1036,38,368
39719,7,13,2,1,1780,55,1554
39720,0,13,2,3,1393,2,1538
39721,7,13,2,1,1780,3,1096
39722,0,13,2,2,1142,50,745
39723,7,13,1,2,1036,2,1096
39724,9,13,1,4,1036,18,12
39725,0,13,2,2,1393,56,282
39726,0,13,2,3,728,55,65
39727,7,13,2,2,1392,23,2923
39728,0,13,1,2,1036,2,66
39729,0,13,1,3,1036,12,98
39730,0,13,4,2,1305,2,1476
39731,7,13,2,2,923,2,1835
39732,0,13,2,0,1560,3,562
39733,9,13,1,0,1036,18,9
39734,4,15,4,4,276,15,367
39735,0,13,1,3,1036,18,76
39736,0,13,2,3,1592,55,369
39737,7,13,1,2,1036,31,4647
39738,0,13,2,3,728,15,59
39739,7,13,1,2,1025,2,6171
39740,9,13,1,1,1036,26,66
39741,9,13,1,1,1036,2,37
39742,4,15,4,4,275,15,366
39743,0,13,2,3,2292,15,368
39744,9,13,2,0,1854,7,1149
39745,8,13,2,2,14,55,2937
39746,7,13,2,2,796,15,1828
39747,4,15,4,4,275,15,1096
39748,9,13,2,1,1456,7,21
39749,0,13,2,3,1866,55,187
39750,7,13,2,2,2009,2,743
39751,0,13,2,3,1951,55,1830
39752,0,13,2,2,1249,55,1100
39753,9,13,1,1,1036,18,25
39754,0,13,2,3,1393,2,1416
39755,9,13,2,2,1142,2,58
39756,9,13,1,2,1555,18,772
39757,9,13,2,0,96,15,1111
39758,4,15,4,4,276,15,367
39759,7,13,2,2,1779,16,3976
39760,7,13,2,2,2191,1,730
39761,0,7,1,2,1036,12,132
39762,7,13,2,1,728,55,3288
39763,0,13,1,2,1036,38,80
39764,0,13,2,2,1393,23,171
39765,7,13,2,2,2001,15,3288
39766,9,13,2,3,1780,54,133
39767,0,13,1,3,1031,7,158
39768,9,13,1,1,1036,7,7
39769,7,13,2,1,1061,16,1095
39770,9,13,1,1,1555,38,9
39771,0,13,2,2,2322,50,373
39772,0,13,2,3,843,15,367
39773,9,13,1,4,1036,2,0
39774,0,13,2,3,1780,16,159
39775,4,15,4,4,1944,30,1461
39776,9,13,2,1,1393,2,46
39777,9,13,2,2,1854,55,374
39778,7,13,2,3,414,2,773
39779,9,13,1,1,1036,2,47
39780,0,7,2,2,1779,55,762
39781,9,16,1,1,1036,12,93
39782,0,7,2,3,1780,50,743
39783,9,13,2,0,796,15,23
39784,0,7,1,3,1031,2,122
39785,9,13,1,3,1036,18,1114
39786,0,7,1,2,1036,18,69
39787,0,13,2,2,2188,2,394
39788,0,13,2,3,728,2,188
39789,9,16,1,0,1036,18,366
39790,2,9,1,2,1036,18,306
39791,0,13,2,3,647,16,77
39792,0,7,2,2,1142,2,817
39793,0,13,2,1,43,55,377
39794,0,7,2,2,1141,15,1836
39795,0,13,1,2,1036,18,99
39796,7,13,2,2,278,50,1659
39797,9,13,4,0,1949,55,366
39798,0,13,2,3,1393,23,165
39799,9,13,2,0,1208,29,61
39800,0,13,2,2,2175,16,458
39801,0,13,2,2,1951,55,1102
39802,0,7,2,0,1141,50,60
39803,9,16,1,1,1036,18,732
39804,0,7,2,2,1430,2,337
39805,4,0,2,3,1456,55,1223
39806,9,13,2,1,1393,50,120
39807,4,18,2,2,923,41,6075
39808,6,13,0,4,903,2,731
39809,0,7,2,3,414,45,58
39810,0,13,1,3,1031,2,118
39811,0,13,2,3,2175,16,957
39812,9,17,1,0,1036,51,370
39813,7,13,2,3,353,50,366
39814,9,13,2,0,1780,2,10
39815,0,7,2,3,1780,15,1314
39816,0,13,1,3,1031,52,80
39817,0,13,2,3,1393,2,391
39818,7,13,2,3,198,41,1828
39819,0,13,2,3,1461,50,1278
39820,0,7,2,3,1424,50,3012
39821,4,18,4,4,1944,30,365
39822,9,13,1,3,1036,51,245
39823,9,13,1,0,1031,51,52
39824,7,13,2,3,1355,55,365
39825,0,13,2,2,411,50,1895
39826,4,18,4,4,2125,2,365
39827,4,18,4,4,1701,30,59
39828,0,13,2,3,1633,45,1465
39829,9,13,2,0,1780,55,45
39830,0,13,2,2,2100,2,370
39831,9,13,1,1,1036,38,32
39832,0,13,2,3,1142,45,840
39833,0,13,1,3,1036,52,67
39834,9,13,1,1,1036,18,15
39835,4,15,4,4,276,15,367
39836,7,13,2,0,1780,2,366
39837,9,13,1,3,1036,4,91
39838,0,13,2,2,728,50,2926
39839,9,13,1,3,1036,38,4754
39840,9,13,2,0,728,15,61
39841,9,13,1,2,1036,2,748
39842,0,13,2,3,2009,2,741
39843,0,13,2,2,1922,55,377
39844,0,13,2,3,70,41,313
39845,0,13,2,2,1780,55,64
39846,9,13,1,1,1036,2,32
39847,0,13,1,2,1036,18,381
39848,9,13,1,3,1036,21,2558
39849,9,13,1,2,1036,55,77
39850,4,15,4,0,275,37,365
39851,0,7,1,3,1036,52,81
39852,9,13,2,0,1407,2,1103
39853,0,13,1,2,1036,18,83
39854,0,13,1,3,1025,52,1477
39855,9,13,1,0,1036,2,52
39856,9,13,1,2,1036,2,1118
39857,0,13,2,3,1780,2,208
39858,0,13,2,3,1142,15,137
39859,9,13,2,2,1393,56,370
39860,0,13,2,3,1142,41,866
39861,7,13,2,1,1236,16,368
39862,7,13,2,1,2074,2,1097
39863,9,13,2,3,1393,2,72
39864,7,13,1,2,1036,2,366
39865,9,13,1,0,1036,52,129
39866,7,13,2,0,1393,50,798
39867,9,13,2,3,1393,56,1254
39868,7,13,2,3,1522,55,2924
39869,0,13,2,2,1780,16,313
39870,9,13,2,3,1780,23,1424
39871,0,13,1,3,1036,7,740
39872,9,16,1,4,1036,55,2558
39873,0,7,2,3,458,2,1165
39874,4,15,4,4,275,15,29
39875,4,18,1,4,1036,18,31
39876,9,13,2,1,1533,55,736
39877,0,13,1,3,1036,2,84
39878,4,0,2,1,1780,55,742
39879,7,13,2,2,830,15,4292
39880,0,13,2,3,1780,2,354
39881,7,13,2,3,1187,15,1098
39882,9,13,2,2,1393,41,742
39883,7,13,1,2,1036,2,1834
39884,2,9,1,0,1031,2,368
39885,9,16,1,1,1036,2,100
39886,2,10,1,1,1036,18,43
39887,0,13,2,2,728,50,736
39888,9,13,1,1,1031,18,12
39889,7,13,1,2,1025,20,6940
39890,7,13,2,2,255,55,1827
39891,9,13,2,1,728,55,3659
39892,7,13,2,2,2206,45,1463
39893,4,18,2,3,122,2,5106
39894,0,13,2,2,1393,23,3463
39895,0,13,2,3,758,23,1161
39896,7,13,2,2,728,41,61
39897,4,18,2,2,844,55,3653
39898,9,13,1,3,1036,2,97
39899,9,16,1,2,1036,18,372
39900,0,13,1,2,1036,38,766
39901,9,13,1,0,1036,21,10
39902,0,13,1,3,1036,2,753
39903,0,13,2,2,43,7,762
39904,0,13,2,0,929,50,754
39905,0,13,2,0,1393,2,197
39906,0,13,2,3,1780,2,1893
39907,9,13,2,3,2338,20,548
39908,0,13,1,2,1036,12,69
39909,9,13,2,3,1393,2,747
39910,0,13,2,2,1809,55,1126
39911,9,13,1,0,1036,38,38
39912,0,13,2,2,1393,2,66
39913,7,13,2,2,1951,54,1383
39914,0,7,1,2,1036,7,60
39915,0,13,2,3,413,2,68
39916,0,7,1,2,1036,2,142
39917,0,7,2,2,140,13,64
39918,9,13,2,0,1249,50,43
39919,0,13,1,2,1036,2,2585
39920,0,13,2,3,1762,50,736
39921,9,16,1,0,1036,18,367
39922,4,15,4,4,275,15,366
39923,0,13,2,3,1725,55,80
39924,0,13,2,3,1141,2,63
39925,7,13,2,2,1528,55,1104
39926,9,16,1,2,1036,2,366
39927,0,13,2,3,728,15,734
39928,0,13,1,2,1036,18,67
39929,9,16,1,2,1036,38,138
39930,9,13,1,0,1036,2,8
39931,7,13,2,3,1780,2,734
39932,9,17,1,4,1036,2,370
39933,0,13,2,3,503,55,3337
39934,0,13,2,2,1633,55,78
39935,9,16,1,2,1036,38,366
39936,4,18,4,4,2161,15,365
39937,9,13,2,1,1616,2,4384
39938,4,15,4,4,275,2,366
39939,4,13,4,4,2125,2,365
39940,9,13,2,0,2175,16,741
39941,0,13,1,3,1036,52,88
39942,0,13,2,3,1780,16,2013
39943,9,13,1,4,1036,7,22
39944,9,13,1,0,1031,31,22
39945,0,13,2,2,1142,41,2207
39946,7,13,2,1,1780,3,1472
39947,0,7,2,2,1393,54,59
39948,0,7,2,2,1393,15,58
39949,7,13,2,3,1670,25,731
39950,0,7,2,2,1420,16,858
39951,0,7,1,2,1036,18,73
39952,9,17,1,1,1036,18,734
39953,0,13,1,2,1036,7,79
39954,0,13,1,0,2030,7,100
39955,0,13,1,3,1036,2,369
39956,9,13,2,3,1523,55,5118
39957,0,13,1,3,1036,8,188
39958,4,11,4,4,1944,30,365
39959,9,13,1,0,1036,12,67
39960,9,13,2,3,122,55,2205
39961,9,13,1,1,1031,2,22
39962,9,13,2,0,527,54,15
39963,9,13,2,1,2074,55,732
39964,9,16,1,0,1036,52,243
39965,9,16,1,0,1036,7,367
39966,9,13,2,0,1780,55,2196
39967,7,13,2,3,587,15,185
39968,0,13,2,2,1795,41,736
39969,0,13,2,3,923,2,2197
39970,0,13,1,3,1036,18,105
39971,0,13,1,3,1036,12,100
39972,0,12,1,3,1036,18,155
39973,8,13,2,2,1180,15,372
39974,0,13,2,2,495,15,218
39975,0,13,2,3,1592,55,735
39976,3,13,4,4,276,15,367
39977,9,13,2,0,1248,55,76
39978,0,13,1,2,1036,2,97
39979,9,13,2,3,641,55,66
39980,9,13,2,0,1393,55,741
39981,9,13,1,0,1036,38,43
39982,7,13,2,2,1095,41,933
39983,0,13,2,3,1249,55,1465
39984,4,18,1,4,1036,18,120
39985,9,13,2,1,923,15,553
39986,9,13,2,1,278,55,372
39987,9,13,1,0,1025,21,25
39988,0,13,2,2,1815,2,231
39989,0,7,2,2,1142,15,2922
39990,0,7,1,3,1036,12,87
39991,0,13,2,3,2000,50,1832
39992,9,13,2,2,728,50,2194
39993,7,13,2,2,957,2,730
39994,0,13,2,3,374,2,96
39995,0,13,2,2,1583,2,555
39996,0,13,2,2,2031,50,1125
39997,0,13,1,3,1036,18,64
39998,0,13,1,2,1036,2,380
39999,9,13,1,3,1036,18,748
40000,9,13,2,0,923,55,61
40001,0,7,1,2,1036,38,75
40002,9,13,1,0,1025,2,35
40003,2,8,1,1,1036,18,31
40004,0,13,2,2,1393,50,421
40005,9,13,2,3,1780,41,265
40006,9,13,1,4,1036,55,15
40007,0,13,1,3,1036,2,176
40008,9,13,2,2,1592,23,735
40009,9,13,2,1,1795,50,61
40010,0,13,2,2,970,23,1814
40011,0,13,2,2,1956,55,221
40012,9,13,1,3,1025,18,2931
40013,0,13,1,2,1036,31,1469
40014,0,13,2,2,728,41,79
40015,4,15,4,4,1943,30,365
40016,7,13,2,2,1142,15,1516
40017,9,13,2,2,728,15,2558
40018,0,13,2,3,1780,7,736
40019,9,13,2,3,1780,55,264
40020,9,13,1,1,1036,55,46
40021,0,13,1,3,1036,55,64
40022,0,13,1,3,1036,12,63
40023,4,15,4,4,276,15,1095
40024,0,13,1,2,1036,38,74
40025,4,18,1,3,1036,18,730
40026,7,13,2,0,1780,2,377
40027,9,13,2,3,1592,55,3669
40028,9,13,1,0,1036,12,15
40029,4,15,4,4,276,15,365
40030,4,15,4,4,276,15,365
40031,4,15,4,4,276,15,731
40032,0,13,2,3,587,50,563
40033,9,13,2,3,1351,50,742
40034,9,13,1,4,1036,38,3
40035,7,13,2,1,1614,55,874
40036,0,13,2,2,59,55,4126
40037,9,13,1,4,1036,38,7
40038,7,13,2,3,1821,16,3723
40039,3,13,4,4,275,15,730
40040,0,13,2,2,1141,15,735
40041,9,13,2,3,122,43,78
40042,0,13,2,2,1780,7,390
40043,7,13,2,3,414,2,1461
40044,9,13,1,1,1036,2,53
40045,0,13,2,2,1780,16,125
40046,0,13,1,2,1036,38,1422
40047,9,17,1,2,1036,2,734
40048,0,13,1,2,1035,38,126
40049,0,13,1,2,1036,26,96
40050,0,13,1,3,2096,46,60
40051,7,13,2,0,122,7,742
40052,9,13,1,0,1036,51,28
40053,7,13,2,2,817,15,741
40054,9,13,2,1,1142,2,183
40055,9,16,1,0,1036,51,734
40056,0,13,1,3,1036,2,59
40057,0,13,1,3,1031,38,92
40058,9,17,1,0,1036,2,278
40059,7,13,2,0,1141,50,729
40060,7,13,2,1,53,55,1098
40061,0,13,2,3,1678,2,250
40062,7,13,2,1,907,2,185
40063,7,13,2,2,1393,55,936
40064,4,15,4,4,275,2,366
40065,9,13,1,1,1036,7,4
40066,0,13,2,3,728,15,737
40067,9,13,1,4,1036,18,7
40068,0,13,2,3,1142,15,57
40069,0,13,1,3,1036,51,61
40070,0,13,2,2,2173,55,365
40071,0,13,2,2,1780,50,448
40072,7,13,2,2,414,50,731
40073,7,13,2,2,1142,15,731
40074,9,13,1,3,1036,51,411
40075,7,13,2,1,2175,7,914
40076,0,13,2,2,647,27,776
40077,9,13,1,1,1036,18,29
40078,0,13,2,2,1393,2,375
40079,0,13,2,2,1393,55,427
40080,0,13,2,2,499,15,335
40081,0,13,2,0,1393,55,125
40082,0,13,2,3,1951,55,66
40083,9,13,1,0,1036,38,22
40084,9,13,1,4,1036,38,3
40085,9,13,1,0,1036,2,38
40086,7,13,2,3,1780,16,6443
40087,0,13,2,2,1780,55,453
40088,9,13,1,3,1036,2,186
40089,0,7,1,3,1036,18,194
40090,0,13,2,2,1923,2,1465
40091,0,13,2,3,2327,50,1831
40092,9,13,1,1,1036,55,83
40093,9,13,1,1,1036,18,97
40094,0,13,2,3,728,50,134
40095,0,13,2,3,2175,15,1149
40096,0,13,0,1,697,2,383
40097,4,15,4,4,275,15,31
40098,9,17,1,0,1036,55,734
40099,0,13,2,1,1141,2,441
40100,0,13,2,3,1961,54,742
40101,9,13,1,0,1036,52,23
40102,9,13,2,2,1142,15,173
40103,0,13,1,2,1036,18,63
40104,0,13,2,2,915,2,2193
40105,0,7,1,3,1036,38,77
40106,0,13,1,3,1036,2,83
40107,4,18,0,4,1313,7,1827
40108,9,16,1,0,1036,18,213
40109,9,17,1,1,1036,2,733
40110,0,13,2,2,310,55,1148
40111,7,13,2,0,2009,2,244
40112,0,13,1,2,1031,18,1136
40113,7,13,2,3,1541,2,231
40114,0,13,2,2,2009,2,468
40115,0,13,2,2,278,54,4383
40116,0,13,2,3,1780,55,393
40117,9,17,1,0,1036,38,80
40118,7,13,2,1,1780,15,246
40119,0,13,2,2,2322,50,750
40120,7,13,1,3,1036,2,738
40121,0,13,2,3,1436,2,278
40122,0,13,2,3,1393,2,246
40123,9,13,1,2,1036,2,86
40124,0,13,2,3,13,55,2207
40125,0,13,2,3,495,2,383
40126,7,13,2,2,2210,50,1464
40127,7,13,2,3,1736,25,3664
40128,0,7,2,2,1610,55,4410
40129,7,13,2,1,43,55,307
40130,7,13,2,2,1951,55,3016
40131,0,13,2,2,1208,29,735
40132,9,13,2,3,277,54,1838
40133,4,18,1,2,1036,7,1827
40134,9,13,1,1,1036,18,47
40135,0,13,1,2,1036,26,154
40136,0,13,2,3,1142,15,1829
40137,4,18,2,1,1142,2,365
40138,9,13,2,1,1568,55,81
40139,0,13,2,3,1412,54,61
40140,7,13,2,2,1951,54,2557
40141,7,13,2,2,70,55,2842
40142,0,7,2,2,1617,54,82
40143,2,9,1,1,1036,38,19
40144,0,13,2,3,700,2,735
40145,6,13,0,4,1047,15,548
40146,9,13,1,1,1036,18,31
40147,7,13,1,2,1001,25,141
40148,9,13,1,3,1036,51,1107
40149,7,13,2,2,1560,7,737
40150,9,13,1,0,1036,51,15
40151,9,16,1,1,1036,18,306
40152,0,7,2,2,1142,2,62
40153,0,13,1,2,1036,7,379
40154,9,13,2,1,1003,2,116
40155,9,13,2,0,329,15,72
40156,7,13,2,3,844,15,367
40157,4,15,4,4,275,15,366
40158,7,13,1,2,1036,38,730
40159,0,13,2,3,728,15,373
40160,7,13,2,1,1780,15,731
40161,9,13,1,1,1036,7,8
40162,9,13,2,2,741,54,800
40163,7,13,2,2,1339,55,3856
40164,9,13,2,1,2074,2,3654
40165,4,0,2,3,1779,2,1103
40166,0,13,2,2,915,2,2431
40167,0,13,2,2,931,15,80
40168,0,7,1,2,1036,18,72
40169,4,18,4,4,1944,30,365
40170,7,13,2,3,1188,15,81
40171,0,13,2,3,1780,55,374
40172,0,13,2,3,387,7,65
40173,0,13,1,2,1036,38,1152
40174,0,13,1,2,2096,36,2922
40175,4,18,2,4,728,50,304
40176,9,13,1,1,1036,18,36
40177,0,13,2,2,927,50,69
40178,7,13,2,1,2009,2,366
40179,4,18,2,3,2054,45,4752
40180,7,13,2,2,1178,50,840
40181,0,13,2,3,122,42,63
40182,7,13,1,2,1036,55,731
40183,7,13,2,2,1802,2,376
40184,4,0,2,2,1780,7,894
40185,9,13,1,1,1036,2,56
40186,7,13,2,1,1003,2,365
40187,0,13,2,2,1393,23,2907
40188,0,13,2,3,727,55,414
40189,0,13,2,2,2101,55,1597
40190,9,13,1,0,1036,26,731
40191,0,13,1,3,1036,18,2236
40192,7,13,2,3,2322,15,731
40193,7,13,2,1,1616,30,78
40194,0,13,1,3,1036,55,67
40195,4,18,1,0,1036,55,365
40196,9,13,1,3,1036,2,66
40197,0,13,2,3,864,50,784
40198,0,13,1,1,1036,38,185
40199,9,16,1,2,1036,26,1462
40200,0,13,0,0,697,2,381
40201,7,13,2,3,317,15,733
40202,9,13,1,0,1036,2,25
40203,0,7,2,3,1142,2,62
40204,0,13,1,3,1036,55,192
40205,9,13,2,2,1142,45,1107
40206,9,13,1,0,1036,55,20
40207,7,13,2,2,1178,50,506
40208,0,13,2,2,1780,2,123
40209,0,13,1,3,1036,2,779
40210,9,16,1,0,1025,7,366
40211,0,13,2,3,785,50,65
40212,0,13,2,2,1464,2,174
40213,0,13,1,0,1036,51,71
40214,0,13,2,3,1951,55,736
40215,0,7,1,2,1036,12,71
40216,0,13,2,2,1142,2,576
40217,7,13,2,2,2292,55,1096
40218,0,7,1,2,1036,18,108
40219,0,13,1,3,1025,21,1408
40220,7,13,2,2,1429,55,2194
40221,9,13,1,1,1036,18,64
40222,7,13,2,2,1393,2,1295
40223,0,13,2,2,1142,2,249
40224,0,13,2,0,728,55,3660
40225,7,13,2,1,1780,15,474
40226,9,13,2,3,517,15,145
40227,9,13,2,2,1592,2,216
40228,7,13,2,2,346,55,734
40229,0,13,2,3,278,2,188
40230,3,13,4,4,276,15,366
40231,9,17,1,2,1036,38,1100
40232,7,13,1,2,1025,38,5850
40233,0,13,2,3,198,41,66
40234,7,13,2,1,2175,55,1477
40235,7,13,2,3,1393,2,218
40236,7,13,2,2,1780,16,1647
40237,9,13,1,1,1036,7,10
40238,9,13,2,1,43,57,373
40239,7,13,2,3,910,41,1189
40240,4,13,4,4,2161,15,365
40241,0,13,1,1,1036,38,146
40242,0,7,1,3,1036,18,104
40243,0,13,2,2,1820,55,275
40244,9,16,1,1,1036,18,366
40245,7,13,2,2,1697,41,1828
40246,0,13,1,2,1036,2,195
40247,4,18,2,0,728,55,5113
40248,7,13,2,1,1780,50,735
40249,9,13,2,2,728,23,2742
40250,9,13,2,3,727,56,4561
40251,9,13,2,2,2009,2,741
40252,9,13,2,2,1780,55,2308
40253,0,13,2,2,2009,2,2556
40254,0,13,1,3,1036,2,100
40255,0,13,1,2,1036,23,70
40256,9,13,1,1,1036,18,22
40257,4,0,2,1,1780,23,752
40258,5,8,1,0,1031,7,155
40259,9,13,1,1,1036,7,107
40260,0,13,2,3,1780,55,939
40261,9,16,1,1,1036,38,154
40262,9,16,1,0,1036,2,366
40263,0,13,2,3,423,2,420
40264,4,0,2,2,1779,50,1824
40265,0,13,2,2,495,16,371
40266,9,13,1,4,1036,2,22
40267,0,13,2,2,45,2,780
40268,0,13,1,3,1036,2,84
40269,0,13,2,2,1780,55,155
40270,0,13,2,3,1780,7,375
40271,0,13,1,3,1036,46,97
40272,0,13,2,2,1393,23,120
40273,9,13,1,4,1036,18,53
40274,0,13,1,3,1036,21,341
40275,9,13,1,1,1036,2,49
40276,0,7,2,3,2009,2,501
40277,0,13,2,3,414,2,372
40278,0,13,1,2,1031,38,1201
40279,9,13,1,2,1036,2,2892
40280,7,13,1,2,1036,38,2201
40281,9,13,1,0,1036,7,7
40282,0,7,1,3,1036,55,1900
40283,0,13,2,2,700,55,735
40284,7,13,2,2,1002,7,734
40285,9,13,2,2,1780,2,801
40286,9,13,1,0,1036,18,12
40287,9,16,1,4,1036,18,373
40288,9,16,1,1,1036,38,138
40289,9,13,1,4,1036,7,31
40290,0,13,2,2,647,3,94
40291,9,13,1,4,1036,50,16
40292,9,13,2,3,2074,55,550
40293,4,15,4,4,1943,15,1827
40294,0,7,1,3,1036,18,68
40295,9,17,1,0,1036,21,369
40296,0,13,2,2,1780,7,1029
40297,7,13,1,2,1036,7,577
40298,9,13,1,0,1036,7,15
40299,2,8,1,1,1036,55,41
40300,0,13,2,2,414,55,579
40301,0,13,2,3,286,55,188
40302,0,13,1,2,1036,2,87
40303,0,7,2,2,1142,2,1675
40304,4,18,4,4,1943,30,368
40305,9,13,2,2,1393,2,376
40306,7,13,2,0,2101,50,731
40307,4,15,4,4,275,15,366
40308,0,13,2,2,1393,2,153
40309,9,13,1,4,1031,12,22
40310,9,13,1,3,1025,2,438
40311,0,13,2,2,2239,2,66
40312,0,7,1,2,1036,2,60
40313,7,13,2,2,1142,2,2805
40314,0,13,2,2,1780,50,746
40315,0,13,1,2,1036,55,159
40316,0,13,1,2,1036,38,78
40317,9,16,1,0,1036,51,369
40318,9,13,1,3,1036,18,74
40319,0,13,4,2,1941,45,381
40320,9,13,1,1,1036,55,81
40321,0,7,1,3,1031,52,87
40322,9,13,2,1,176,54,37
40323,9,13,2,2,43,55,669
40324,7,13,2,0,740,15,51
40325,0,13,2,2,1178,2,853
40326,0,13,2,3,1393,2,254
40327,9,13,2,2,1117,2,736
40328,0,13,2,3,1780,55,271
40329,9,13,2,1,272,27,49
40330,9,17,1,4,1036,21,158
40331,7,13,2,2,1393,50,2568
40332,0,13,2,2,1210,50,770
40333,9,13,1,1,1036,7,35
40334,7,13,1,3,1036,52,123
40335,9,16,1,3,1025,18,366
40336,0,13,2,3,309,16,374
40337,3,13,4,4,276,15,366
40338,9,17,1,0,1036,51,96
40339,0,13,1,3,1031,51,70
40340,0,13,2,2,1751,54,350
40341,0,7,1,3,1036,2,409
40342,7,13,2,2,1780,55,2566
40343,9,13,1,0,1036,52,21
40344,7,13,2,3,13,50,4383
40345,9,13,2,3,796,50,766
40346,9,13,2,0,1424,2,2569
40347,0,13,2,3,2009,2,369
40348,7,13,2,2,565,55,1095
40349,9,13,1,1,1036,2,15
40350,0,13,2,3,1142,55,370
40351,0,13,2,2,728,50,1103
40352,9,13,2,0,2322,55,65
40353,9,13,2,2,1062,15,1465
40354,0,13,2,3,1592,2,3656
40355,7,13,2,1,277,54,732
40356,7,13,1,2,1036,2,1825
40357,0,13,2,2,1832,2,158
40358,7,13,2,0,1780,16,1758
40359,0,13,1,3,1036,51,63
40360,0,13,2,3,844,50,1784
40361,0,13,1,3,1031,38,274
40362,0,13,2,2,1393,56,1476
40363,7,13,2,3,1225,55,732
40364,0,13,2,2,864,15,57
40365,0,13,1,3,1036,18,749
40366,0,13,1,3,1025,18,122
40367,0,13,2,2,1393,50,386
40368,0,13,1,3,1036,55,127
40369,0,13,2,3,414,2,392
40370,7,13,2,0,1077,50,1096
40371,9,13,1,1,1036,18,23
40372,7,13,2,2,1267,50,3601
40373,9,13,2,0,2292,50,93
40374,7,13,2,2,1393,2,274
40375,7,13,2,1,1780,15,2558
40376,4,15,4,4,276,2,730
40377,0,13,1,3,1036,55,249
40378,0,7,1,3,1036,2,95
40379,7,13,2,1,728,15,1097
40380,4,0,2,1,92,16,734
40381,9,16,1,2,1036,2,95
40382,7,13,1,3,1036,52,365
40383,0,13,2,3,1393,23,67
40384,9,13,2,2,1993,15,1830
40385,7,13,2,0,1780,50,417
40386,0,13,2,2,700,2,552
40387,0,13,2,3,135,3,705
40388,7,13,2,1,1951,2,5478
40389,0,13,1,2,1036,2,319
40390,0,13,2,2,955,2,734
40391,7,13,2,3,923,41,1278
40392,0,13,1,2,1036,12,65
40393,9,13,1,0,1036,55,61
40394,0,7,1,3,1036,2,81
40395,0,13,1,2,1036,7,747
40396,9,13,1,1,1035,7,36
40397,0,13,1,2,1025,4,122
40398,9,13,1,1,1036,2,88
40399,9,13,2,1,1780,41,752
40400,0,13,2,3,2215,25,735
40401,0,13,1,3,1036,12,141
40402,9,13,1,1,1036,18,36
40403,7,13,2,2,151,42,731
40404,9,16,1,1,1031,38,732
40405,0,13,2,3,1780,2,463
40406,7,13,2,3,1457,16,963
40407,7,13,2,2,682,41,3463
40408,0,13,1,2,1036,38,75
40409,0,7,1,2,1036,38,65
40410,9,13,1,1,1036,38,49
40411,9,13,2,2,769,15,1842
40412,7,13,2,3,1178,29,1470
40413,0,13,1,3,1036,52,371
40414,0,13,1,2,1036,38,88
40415,9,16,1,1,1036,18,1099
40416,0,7,2,2,647,16,3495
40417,0,13,1,3,1036,52,1652
40418,9,16,1,0,1036,38,245
40419,0,7,1,2,1036,12,85
40420,9,13,2,4,1142,2,9
40421,9,13,2,0,1780,7,2925
40422,9,13,1,3,1036,52,402
40423,9,13,1,1,1036,7,7
40424,0,13,2,2,1627,23,69
40425,0,13,2,3,1393,2,60
40426,9,13,2,2,1592,2,4390
40427,0,13,2,2,728,2,370
40428,0,13,2,2,1878,15,191
40429,9,13,1,1,1036,12,223
40430,0,13,2,3,1142,50,1215
40431,9,13,2,4,2009,2,12
40432,0,13,2,2,162,56,311
40433,7,13,2,2,2322,2,939
40434,9,13,1,0,1031,51,24
40435,0,13,1,2,1031,2,106
40436,7,13,2,1,278,55,1096
40437,0,13,2,3,2175,7,753
40438,7,13,1,3,1036,7,1463
40439,0,13,1,2,1035,2,80
40440,4,18,1,0,1036,18,365
40441,0,13,2,3,880,54,142
40442,0,7,1,3,1036,2,120
40443,9,13,1,0,1031,18,19
40444,9,13,1,0,1036,7,17
40445,0,13,2,3,1142,2,705
40446,0,13,2,2,1142,50,738
40447,9,13,2,2,957,2,309
40448,0,7,1,2,1036,18,68
40449,7,13,2,2,2129,15,4038
40450,0,7,2,2,957,42,69
40451,0,13,2,3,2100,50,369
40452,7,13,2,4,184,15,365
40453,0,13,2,2,1592,2,735
40454,0,13,2,0,1456,55,59
40455,9,13,1,1,1036,18,42
40456,3,13,4,4,1943,15,366
40457,4,18,1,2,1036,2,1096
40458,7,13,2,2,1456,2,156
40459,4,15,4,4,275,15,32
40460,7,13,2,1,2101,15,366
40461,0,7,1,3,1036,26,84
40462,7,13,2,2,1617,55,1198
40463,0,13,2,2,1393,2,1493
40464,0,7,1,2,1031,38,2257
40465,0,13,2,3,1780,2,1237
